Entity,Code,Year,Life expectancy - Sex: female - Age: at birth - Variant: estimates,Life expectancy - Sex: male - Age: at birth - Variant: estimates,Population - Sex: all - Age: all - Variant: estimates,Continent
Colombia,COL,1994,74,65.5,35295460,
Colombia,COL,1995,74.19999694824219,65.9000015258789,35970104,
Colombia,COL,1996,74.5,66.0999984741211,36632576,
Colombia,COL,1997,74.80000305175781,66.4000015258789,37291948,
Colombia,COL,1998,75.0999984741211,66.69999694824219,37944416,
Colombia,COL,1999,75.19999694824219,66.9000015258789,38585040,
Colombia,COL,2000,75.5,67.30000305175781,39215136,
Colombia,COL,2001,75.69999694824219,67.5,39837876,
Colombia,COL,2002,76,68.0999984741211,40454056,
Colombia,COL,2003,76.30000305175781,68.5999984741211,41057688,
Colombia,COL,2004,76.5,69,41648272,
Colombia,COL,2005,76.80000305175781,69.5,42220944,
Colombia,COL,2006,77.0999984741211,70,42772912,
Colombia,COL,2007,77.4000015258789,70.4000015258789,43306592,
Colombia,COL,2008,77.69999694824219,70.9000015258789,43815316,
Colombia,COL,2009,78.0999984741211,71.5,44313916,
Colombia,COL,2010,78.30000305175781,71.80000305175781,44816104,
Colombia,COL,2011,78.5,72.0999984741211,45308896,
Colombia,COL,2012,78.80000305175781,72.5,45782420,
Colombia,COL,2013,79,72.69999694824219,46237928,
Colombia,COL,2014,79.0999984741211,73,46677944,
Colombia,COL,2015,79.30000305175781,73.30000305175781,47119728,South America
Colombia,COL,2016,79.4000015258789,73.5,47625960,
Colombia,COL,2017,79.5,73.80000305175781,48351668,
Colombia,COL,2018,79.69999694824219,73.80000305175781,49276968,
Colombia,COL,2019,79.69999694824219,73.80000305175781,50187404,
Colombia,COL,2020,78.0999984741211,71.5,50930656,
Colombia,COL,2021,76.4000015258789,69.4000015258789,51516560,
Ecuador,ECU,1965,57.29999923706055,54,5337356,
Ecuador,ECU,1966,57.599998474121094,54.29999923706055,5495765,
Ecuador,ECU,1967,57.900001525878906,54.599998474121094,5658454,
Ecuador,ECU,1968,58.20000076293945,54.79999923706055,5825663,
Ecuador,ECU,1969,58.29999923706055,55,5997045,
Ecuador,ECU,1970,58.900001525878906,55.5,6172219,
Ecuador,ECU,1971,59.400001525878906,55.900001525878906,6350954,
Ecuador,ECU,1972,60,56.5,6533633,
Ecuador,ECU,1973,60.599998474121094,57.099998474121094,6720451,
Ecuador,ECU,1974,61.400001525878906,57.70000076293945,6911130,
Ecuador,ECU,1975,62.099998474121094,58.400001525878906,7105791,
Ecuador,ECU,1976,62.79999923706055,59,7304352,
Ecuador,ECU,1977,63.599998474121094,59.599998474121094,7506669,
Ecuador,ECU,1978,64.19999694824219,60.099998474121094,7712722,
Ecuador,ECU,1979,64.80000305175781,60.599998474121094,7922496,
Ecuador,ECU,1980,65.4000015258789,61.099998474121094,8135850,
Ecuador,ECU,1981,65.9000015258789,61.5,8352607,
Ecuador,ECU,1982,66.4000015258789,61.900001525878906,8572618,
Ecuador,ECU,1983,66.9000015258789,62.29999923706055,8795879,
Ecuador,ECU,1984,67.5999984741211,62.79999923706055,9022978,
Ecuador,ECU,1985,68.30000305175781,63.400001525878906,9254308,
Ecuador,ECU,1986,69.19999694824219,64,9490096,
Ecuador,ECU,1987,70.0999984741211,64.5999984741211,9729380,
Ecuador,ECU,1988,71,65.19999694824219,9969790,
Ecuador,ECU,1989,71.80000305175781,65.80000305175781,10210190,
Ecuador,ECU,1990,72.5,66.30000305175781,10449845,
Ecuador,ECU,1991,72.80000305175781,66.5999984741211,10686277,
Ecuador,ECU,1992,73.30000305175781,67,10914222,
Ecuador,ECU,1993,73.5,67.30000305175781,11132833,
Ecuador,ECU,1994,74,67.69999694824219,11347655,
Ecuador,ECU,1995,74.19999694824219,67.9000015258789,11561683,
Ecuador,ECU,1996,74.5,68.30000305175781,11775223,
Ecuador,ECU,1997,74.9000015258789,68.5999984741211,11987840,
Ecuador,ECU,1998,75.19999694824219,69,12199692,
Ecuador,ECU,1999,75.5999984741211,69.4000015258789,12412056,
Ecuador,ECU,2000,76,69.80000305175781,12626511,
Ecuador,ECU,2001,76.30000305175781,70.19999694824219,12845523,
Ecuador,ECU,2002,76.69999694824219,70.5999984741211,13070617,
Ecuador,ECU,2003,77,71,13301188,
Ecuador,ECU,2004,77.30000305175781,71.4000015258789,13534598,
Ecuador,ECU,2005,77.5,71.5999984741211,13770015,
Ecuador,ECU,2006,77.69999694824219,71.69999694824219,14009064,
Ecuador,ECU,2007,77.9000015258789,71.80000305175781,14251838,
Ecuador,ECU,2008,78.0999984741211,71.9000015258789,14496800,
Ecuador,ECU,2009,78.30000305175781,72.19999694824219,14742768,
Ecuador,ECU,2010,78.5,72.5,14989581,
Ecuador,ECU,2011,78.69999694824219,72.9000015258789,15237734,
Ecuador,ECU,2012,78.80000305175781,73.30000305175781,15483884,
Ecuador,ECU,2013,79,73.80000305175781,15722988,
Ecuador,ECU,2014,79.0999984741211,74.0999984741211,15957995,
Ecuador,ECU,2015,79.19999694824219,74.4000015258789,16195904,South America
Ecuador,ECU,2016,79.0999984741211,74.4000015258789,16439588,
Ecuador,ECU,2017,79.4000015258789,74.5999984741211,16696947,
Ecuador,ECU,2018,79.5999984741211,74.5999984741211,17015672,
Ecuador,ECU,2019,80,74.69999694824219,17343742,
Ecuador,ECU,2020,76.0999984741211,68.80000305175781,17588596,
Ecuador,ECU,2021,77.5,70.30000305175781,17797736,
Egypt,EGY,1950,37,33.900001525878906,21150060,
Egypt,EGY,1951,37.29999923706055,34.20000076293945,21606364,
Egypt,EGY,1952,39.400001525878906,36.099998474121094,22108170,
Egypt,EGY,1953,40.29999923706055,37.29999923706055,22659266,
Egypt,EGY,1954,42,38.900001525878906,23241220,
Egypt,EGY,1955,43.400001525878906,40,23841704,
Egypt,EGY,1956,44.20000076293945,40.5,24453502,
Egypt,EGY,1957,45,41.400001525878906,25078382,
Egypt,EGY,1958,45.70000076293945,42,25700976,
Egypt,EGY,1959,46.400001525878906,42.900001525878906,26345770,
Egypt,EGY,1960,47.29999923706055,43.599998474121094,27034500,
Egypt,EGY,1961,47.79999923706055,44.29999923706055,27747872,
Egypt,EGY,1962,48.70000076293945,45.099998474121094,28485028,
Egypt,EGY,1963,49.5,45.900001525878906,29245942,
Egypt,EGY,1964,50.29999923706055,46.70000076293945,30026652,
Egypt,EGY,1965,50.900001525878906,47.29999923706055,30818472,
Egypt,EGY,1966,51.400001525878906,47.599998474121094,31613136,
Egypt,EGY,1967,51.70000076293945,47.400001525878906,32408416,
Egypt,EGY,1968,51.900001525878906,47.900001525878906,33204632,
Egypt,EGY,1969,52,47.70000076293945,33995960,
Egypt,EGY,1970,52.20000076293945,47.900001525878906,34781992,
Egypt,EGY,1971,52.5,48.400001525878906,35555972,
Egypt,EGY,1972,52.79999923706055,48.70000076293945,36330772,
Egypt,EGY,1973,53.20000076293945,48.5,37120780,
Egypt,EGY,1974,53.900001525878906,49.79999923706055,37930376,
Egypt,EGY,1975,54.79999923706055,50.400001525878906,38775584,
Egypt,EGY,1976,55.599998474121094,51.20000076293945,39649056,
Egypt,EGY,1977,56.29999923706055,52,40577356,
Egypt,EGY,1978,57.099998474121094,52.900001525878906,41576640,
Egypt,EGY,1979,57.900001525878906,53.70000076293945,42632456,
Egypt,EGY,1980,58.599998474121094,54.599998474121094,43748552,
Egypt,EGY,1981,58.900001525878906,55.29999923706055,44899572,
Egypt,EGY,1982,59.79999923706055,56,46088652,
Egypt,EGY,1983,60.79999923706055,56.900001525878906,47353672,
Egypt,EGY,1984,61.5,57.79999923706055,48676444,
Egypt,EGY,1985,62.400001525878906,58.599998474121094,50035844,
Egypt,EGY,1986,63.099998474121094,59.400001525878906,51424316,
Egypt,EGY,1987,63.900001525878906,60.29999923706055,52841316,
Egypt,EGY,1988,64.9000015258789,61,54298448,
Egypt,EGY,1989,65.30000305175781,61.79999923706055,55765848,
Egypt,EGY,1990,66,62.20000076293945,57214632,
Egypt,EGY,1991,66.5,62.900001525878906,58611032,
Egypt,EGY,1992,66.69999694824219,63.20000076293945,59989148,
Egypt,EGY,1993,67.0999984741211,63.70000076293945,61382204,
Egypt,EGY,1994,67.69999694824219,63.900001525878906,62775844,
Egypt,EGY,1995,68.30000305175781,64.30000305175781,64166908,
Egypt,EGY,1996,68.80000305175781,64.69999694824219,65565196,
Egypt,EGY,1997,69.19999694824219,65.0999984741211,66993732,
Egypt,EGY,1998,69.4000015258789,65.5,68446008,
Egypt,EGY,1999,69.5999984741211,65.80000305175781,69907888,
Egypt,EGY,2000,70.0999984741211,65.9000015258789,71371368,
Egypt,EGY,2001,70.4000015258789,66.19999694824219,72854256,
Egypt,EGY,2002,70.69999694824219,66.4000015258789,74393760,
Egypt,EGY,2003,70.69999694824219,66.19999694824219,75963328,
Egypt,EGY,2004,70.9000015258789,66.30000305175781,77522424,
Egypt,EGY,2005,71.19999694824219,66.4000015258789,79075312,
Egypt,EGY,2006,71.5,66.5,80629664,
Egypt,EGY,2007,71.69999694824219,66.5999984741211,82218760,
Egypt,EGY,2008,71.9000015258789,66.80000305175781,83844784,
Egypt,EGY,2009,72.0999984741211,67,85501064,
Egypt,EGY,2010,72.30000305175781,67.0999984741211,87252416,
Egypt,EGY,2011,72.5999984741211,67.30000305175781,89200056,
Egypt,EGY,2012,72.69999694824219,67.5,91240384,
Egypt,EGY,2013,72.80000305175781,67.4000015258789,93377896,
Egypt,EGY,2014,73.19999694824219,67.80000305175781,95592328,
Egypt,EGY,2015,73.0999984741211,68,97723792,Africa
Egypt,EGY,2016,73.5999984741211,68.19999694824219,99784032,
Egypt,EGY,2017,74,68.69999694824219,101789384,
Egypt,EGY,2018,73.9000015258789,68.9000015258789,103740768,
Egypt,EGY,2019,73.69999694824219,69,105618672,
Egypt,EGY,2020,73.4000015258789,68.69999694824219,107465128,
Egypt,EGY,2021,72.5999984741211,67.9000015258789,109262184,
Ethiopia,ETH,1967,45,40.5,26051598,
Ethiopia,ETH,1968,45.099998474121094,40.599998474121094,26778656,
Ethiopia,ETH,1969,45.099998474121094,40.599998474121094,27530396,
Ethiopia,ETH,1970,45,40.70000076293945,28308246,
Ethiopia,ETH,1971,45.20000076293945,40.70000076293945,29099600,
Ethiopia,ETH,1972,43.70000076293945,39.5,29891330,
Ethiopia,ETH,1973,43.900001525878906,39.5,30694322,
Ethiopia,ETH,1974,41.5,37.5,31488614,
Ethiopia,ETH,1975,41.599998474121094,37.20000076293945,32252786,
Ethiopia,ETH,1976,44.5,39.400001525878906,33062222,
Ethiopia,ETH,1977,44.5,39.400001525878906,33695020,
Ethiopia,ETH,1978,44.599998474121094,39.400001525878906,34259072,
Ethiopia,ETH,1979,45.20000076293945,40.5,34758824,
Ethiopia,ETH,1980,45.5,41,34945472,
Ethiopia,ETH,1981,45.900001525878906,41.400001525878906,35818844,
Ethiopia,ETH,1982,46.20000076293945,41.5,37213396,
Ethiopia,ETH,1983,37.900001525878906,34.20000076293945,38235184,
Ethiopia,ETH,1984,38.400001525878906,34.599998474121094,39202892,
Ethiopia,ETH,1985,39.099998474121094,35.70000076293945,40285960,
Ethiopia,ETH,1986,39.5,36.20000076293945,41455312,
Ethiopia,ETH,1987,47.29999923706055,43.599998474121094,42851960,
Ethiopia,ETH,1988,47,43.20000076293945,44511536,
Ethiopia,ETH,1989,47.099998474121094,43.099998474121094,46195952,
Ethiopia,ETH,1990,46.79999923706055,42.5,47878076,
Ethiopia,ETH,1991,47.900001525878906,44.5,49937436,
Ethiopia,ETH,1992,48.29999923706055,45.599998474121094,52011560,
Ethiopia,ETH,1993,48.70000076293945,46.099998474121094,53791672,
Ethiopia,ETH,1994,49.099998474121094,46.70000076293945,55620212,
Ethiopia,ETH,1995,49.400001525878906,47.20000076293945,57476540,
Ethiopia,ETH,1996,49.900001525878906,48,59347656,
Ethiopia,ETH,1997,50.5,48.5,61233480,
Ethiopia,ETH,1998,50.900001525878906,48.900001525878906,63136492,
Ethiopia,ETH,1999,50.79999923706055,48.099998474121094,65077584,
Ethiopia,ETH,2000,51.20000076293945,49.900001525878906,67031872,
Ethiopia,ETH,2001,51.599998474121094,50.400001525878906,69018936,
Ethiopia,ETH,2002,52.29999923706055,50.70000076293945,71073224,
Ethiopia,ETH,2003,53.400001525878906,51.599998474121094,73168848,
Ethiopia,ETH,2004,54.20000076293945,52.20000076293945,75301024,
Ethiopia,ETH,2005,55.29999923706055,52.70000076293945,77469944,
Ethiopia,ETH,2006,56.5,53.79999923706055,79691056,
Ethiopia,ETH,2007,58.099998474121094,54.900001525878906,81996184,
Ethiopia,ETH,2008,59.400001525878906,55.900001525878906,84357104,
Ethiopia,ETH,2009,61,56.79999923706055,86755584,
Ethiopia,ETH,2010,61.79999923706055,57.70000076293945,89237800,
Ethiopia,ETH,2011,62.900001525878906,58.70000076293945,91817936,
Ethiopia,ETH,2012,63.79999923706055,59.400001525878906,94451280,
Ethiopia,ETH,2013,64.9000015258789,60,97084376,
Ethiopia,ETH,2014,65.4000015258789,60.599998474121094,99746768,
Ethiopia,ETH,2015,66.30000305175781,61.099998474121094,102471896,Africa
Ethiopia,ETH,2016,67.30000305175781,61.599998474121094,105293232,
Ethiopia,ETH,2017,67.5,62.29999923706055,108197944,
Ethiopia,ETH,2018,68.4000015258789,62.599998474121094,111129440,
Ethiopia,ETH,2019,68.80000305175781,63.099998474121094,114120592,
Ethiopia,ETH,2020,68.4000015258789,62.5,117190920,
Ethiopia,ETH,2021,68.30000305175781,61.900001525878906,120283024,
France,FRA,1950,69.19999694824219,63.400001525878906,41842356,
France,FRA,1951,68.9000015258789,63.20000076293945,42196660,
France,FRA,1952,70.19999694824219,64.4000015258789,42542396,
France,FRA,1953,70.19999694824219,64.30000305175781,42883300,
France,FRA,1954,71.19999694824219,65,43225644,
France,FRA,1955,71.5,65.19999694824219,43593852,
France,FRA,1956,71.69999694824219,65.19999694824219,43959224,
France,FRA,1957,72.19999694824219,65.5,44338088,
France,FRA,1958,73.19999694824219,66.80000305175781,44754360,
France,FRA,1959,73.4000015258789,66.9000015258789,45201848,
France,FRA,1960,73.5999984741211,67,45659572,
France,FRA,1961,74.4000015258789,67.5,46143028,
France,FRA,1962,73.9000015258789,67,46635188,
France,FRA,1963,73.80000305175781,66.80000305175781,47121244,
France,FRA,1964,74.80000305175781,67.69999694824219,47641948,
France,FRA,1965,74.69999694824219,67.5,48168800,
France,FRA,1966,75.19999694824219,67.80000305175781,48683088,
France,FRA,1967,75.19999694824219,67.80000305175781,49181404,
France,FRA,1968,75.19999694824219,67.80000305175781,49647272,
France,FRA,1969,75.0999984741211,67.4000015258789,50087056,
France,FRA,1970,75.80000305175781,68.4000015258789,50523588,
France,FRA,1971,75.9000015258789,68.30000305175781,50970696,
France,FRA,1972,76.19999694824219,68.5,51410364,
France,FRA,1973,76.30000305175781,68.69999694824219,51814076,
France,FRA,1974,76.69999694824219,68.9000015258789,52163552,
France,FRA,1975,76.9000015258789,69,52450032,
France,FRA,1976,77.19999694824219,69.19999694824219,52685272,
France,FRA,1977,77.80000305175781,69.69999694824219,52925440,
France,FRA,1978,78,69.80000305175781,53175308,
France,FRA,1979,78.30000305175781,70.0999984741211,53428780,
France,FRA,1980,78.4000015258789,70.19999694824219,53713836,
France,FRA,1981,78.5,70.4000015258789,54016748,
France,FRA,1982,78.9000015258789,70.69999694824219,54319652,
France,FRA,1983,78.80000305175781,70.69999694824219,54592384,
France,FRA,1984,79.4000015258789,71.0999984741211,54845984,
France,FRA,1985,79.4000015258789,71.19999694824219,55108104,
France,FRA,1986,79.69999694824219,71.5,55371640,
France,FRA,1987,80.30000305175781,72,55641536,
France,FRA,1988,80.5,72.30000305175781,55911476,
France,FRA,1989,80.69999694824219,72.4000015258789,56169944,
France,FRA,1990,81,72.69999694824219,56412896,
France,FRA,1991,81.19999694824219,72.9000015258789,56645216,
France,FRA,1992,81.5,73.0999984741211,56864048,
France,FRA,1993,81.5,73.19999694824219,57053728,
France,FRA,1994,81.9000015258789,73.5999984741211,57230064,
France,FRA,1995,81.9000015258789,73.80000305175781,57420356,
France,FRA,1996,82,74.0999984741211,57623180,
France,FRA,1997,82.30000305175781,74.5,57839364,
France,FRA,1998,82.4000015258789,74.69999694824219,58080344,
France,FRA,1999,82.5,74.9000015258789,58352208,
France,FRA,2000,82.80000305175781,75.19999694824219,58665456,
France,FRA,2001,82.9000015258789,75.4000015258789,59014776,
France,FRA,2002,83,75.69999694824219,59372784,
France,FRA,2003,83,75.80000305175781,59728260,
France,FRA,2004,83.9000015258789,76.69999694824219,60108436,
France,FRA,2005,83.80000305175781,76.69999694824219,60510080,
France,FRA,2006,84.19999694824219,77.19999694824219,60919152,
France,FRA,2007,84.4000015258789,77.4000015258789,61329380,
France,FRA,2008,84.4000015258789,77.5999984741211,61721004,
France,FRA,2009,84.5,77.80000305175781,62093300,
France,FRA,2010,84.69999694824219,78,62444568,
France,FRA,2011,85,78.4000015258789,62775272,
France,FRA,2012,84.9000015258789,78.5,63071412,
France,FRA,2013,85.0999984741211,78.80000305175781,63335180,
France,FRA,2014,85.5,79.30000305175781,63588496,
France,FRA,2015,85.19999694824219,79,63809768,Europe
France,FRA,2016,85.4000015258789,79.30000305175781,63989320,
France,FRA,2017,85.4000015258789,79.5,64144092,
France,FRA,2018,85.5,79.5999984741211,64277812,
France,FRA,2019,85.5999984741211,79.69999694824219,64399760,
France,FRA,2020,85.19999694824219,79.19999694824219,64480052,
France,FRA,2021,85.5,79.4000015258789,64531448,
Germany,DEU,1950,69.30000305175781,64.0999984741211,70964104,
Germany,DEU,1951,69.5999984741211,64.5,70820040,
Germany,DEU,1952,69.9000015258789,64.80000305175781,70808376,
Germany,DEU,1953,70.0999984741211,65.19999694824219,70879448,
Germany,DEU,1954,70.4000015258789,65.5,71020736,
Germany,DEU,1955,70.69999694824219,65.80000305175781,71222632,
Germany,DEU,1956,70.9000015258789,66,71473272,
Germany,DEU,1957,70.9000015258789,65.80000305175781,71771632,
Germany,DEU,1958,71.5999984741211,66.5999984741211,72136480,
Germany,DEU,1959,71.80000305175781,66.69999694824219,72578952,
Germany,DEU,1960,71.69999694824219,66.5,73063696,
Germany,DEU,1961,72.4000015258789,67,73604352,
Germany,DEU,1962,72.5999984741211,67.0999984741211,74194424,
Germany,DEU,1963,72.69999694824219,67.19999694824219,74796216,
Germany,DEU,1964,73.4000015258789,67.69999694824219,75423248,
Germany,DEU,1965,73.30000305175781,67.69999694824219,76037464,
Germany,DEU,1966,73.5,67.69999694824219,76618720,
Germany,DEU,1967,73.69999694824219,67.9000015258789,77173552,
Germany,DEU,1968,73.4000015258789,67.5,77646128,
Germany,DEU,1969,73.30000305175781,67.30000305175781,78012488,
Germany,DEU,1970,73.5,67.5,78294592,
Germany,DEU,1971,73.80000305175781,67.69999694824219,78511408,
Germany,DEU,1972,74.0999984741211,67.9000015258789,78643560,
Germany,DEU,1973,74.30000305175781,68,78667472,
Germany,DEU,1974,74.5999984741211,68.4000015258789,78620536,
Germany,DEU,1975,74.5,68.19999694824219,78513512,
Germany,DEU,1976,75,68.5999984741211,78364216,
Germany,DEU,1977,75.5999984741211,69.19999694824219,78221280,
Germany,DEU,1978,75.5999984741211,69.0999984741211,78071552,
Germany,DEU,1979,76,69.5,77915728,
Germany,DEU,1980,76.0999984741211,69.5999984741211,77786696,
Germany,DEU,1981,76.30000305175781,69.9000015258789,77684488,
Germany,DEU,1982,76.5999984741211,70.19999694824219,77610424,
Germany,DEU,1983,76.9000015258789,70.5,77566064,
Germany,DEU,1984,77.4000015258789,70.9000015258789,77568576,
Germany,DEU,1985,77.5,71.0999984741211,77638808,
Germany,DEU,1986,77.5999984741211,71.30000305175781,77803352,
Germany,DEU,1987,78.0999984741211,71.69999694824219,78090896,
Germany,DEU,1988,78.30000305175781,71.9000015258789,78477528,
Germany,DEU,1989,78.5,72.0999984741211,78916440,
Germany,DEU,1990,78.4000015258789,71.9000015258789,79370192,
Germany,DEU,1991,78.69999694824219,72.0999984741211,79801984,
Germany,DEU,1992,79.0999984741211,72.5,80205024,
Germany,DEU,1993,79.19999694824219,72.5999984741211,80573496,
Germany,DEU,1994,79.5,72.9000015258789,80882120,
Germany,DEU,1995,79.69999694824219,73.0999984741211,81123264,
Germany,DEU,1996,79.9000015258789,73.4000015258789,81300864,
Germany,DEU,1997,80.30000305175781,73.9000015258789,81436096,
Germany,DEU,1998,80.5,74.30000305175781,81524384,
Germany,DEU,1999,80.69999694824219,74.5999984741211,81556968,
Germany,DEU,2000,81,74.9000015258789,81551680,
Germany,DEU,2001,81.30000305175781,75.30000305175781,81514568,
Germany,DEU,2002,81.30000305175781,75.4000015258789,81443424,
Germany,DEU,2003,81.4000015258789,75.5,81346808,
Germany,DEU,2004,81.9000015258789,76.0999984741211,81266672,
Germany,DEU,2005,82,76.4000015258789,81212168,
Germany,DEU,2006,82.19999694824219,76.80000305175781,81177816,
Germany,DEU,2007,82.4000015258789,76.9000015258789,81183832,
Germany,DEU,2008,82.4000015258789,77.0999984741211,81217488,
Germany,DEU,2009,82.5,77.19999694824219,81260624,
Germany,DEU,2010,82.5999984741211,77.4000015258789,81325088,
Germany,DEU,2011,82.80000305175781,77.80000305175781,81423384,
Germany,DEU,2012,82.9000015258789,78,81545568,
Germany,DEU,2013,82.9000015258789,78,81680592,
Germany,DEU,2014,83.30000305175781,78.4000015258789,81858824,
Germany,DEU,2015,83,78.0999984741211,82073232,Europe
Germany,DEU,2016,83.30000305175781,78.4000015258789,82331432,
Germany,DEU,2017,83.30000305175781,78.5999984741211,82624368,
Germany,DEU,2018,83.5999984741211,78.69999694824219,82896696,
Germany,DEU,2019,84,79.0999984741211,83148144,
Germany,DEU,2020,83.5999984741211,78.69999694824219,83328992,
Germany,DEU,2021,83.19999694824219,78.0999984741211,83408560,
India,IND,1950,40.79999923706055,42.599998474121094,357021120,
India,IND,1951,40.79999923706055,42.599998474121094,364922368,
India,IND,1952,41.099998474121094,42.900001525878906,372997184,
India,IND,1953,41.29999923706055,43,381227712,
India,IND,1954,42.099998474121094,43.70000076293945,389731392,
India,IND,1955,42.599998474121094,44.099998474121094,398577984,
India,IND,1956,43,44.5,407656608,
India,IND,1957,43.29999923706055,44.79999923706055,416935392,
India,IND,1958,43.70000076293945,45.099998474121094,426295776,
India,IND,1959,44.20000076293945,45.599998474121094,435900352,
India,IND,1960,44.5,45.900001525878906,445954560,
India,IND,1961,44.70000076293945,46.099998474121094,456351872,
India,IND,1962,45,46.29999923706055,467024192,
India,IND,1963,45.20000076293945,46.599998474121094,477933632,
India,IND,1964,45.5,46.79999923706055,489059296,
India,IND,1965,44.400001525878906,45.599998474121094,500114336,
India,IND,1966,44.70000076293945,45.900001525878906,510992608,
India,IND,1967,45.099998474121094,46.20000076293945,521987072,
India,IND,1968,46.79999923706055,48.099998474121094,533431904,
India,IND,1969,47.20000076293945,48.5,545314688,
India,IND,1970,47.599998474121094,48.900001525878906,557501312,
India,IND,1971,47.900001525878906,49.29999923706055,569999168,
India,IND,1972,48.29999923706055,49.70000076293945,582837952,
India,IND,1973,48.79999923706055,50.20000076293945,596107456,
India,IND,1974,49.5,50.900001525878906,609721920,
India,IND,1975,50.20000076293945,51.400001525878906,623524224,
India,IND,1976,50.900001525878906,51.900001525878906,637451456,
India,IND,1977,51.5,52.29999923706055,651685632,
India,IND,1978,52.29999923706055,52.70000076293945,666267776,
India,IND,1979,53,53.099998474121094,681248384,
India,IND,1980,53.70000076293945,53.5,696828352,
India,IND,1981,54.400001525878906,54,712869312,
India,IND,1982,55.099998474121094,54.400001525878906,729169472,
India,IND,1983,55.70000076293945,54.900001525878906,745826560,
India,IND,1984,56.29999923706055,55.400001525878906,762895168,
India,IND,1985,56.900001525878906,55.79999923706055,780242112,
India,IND,1986,57.5,56.29999923706055,797878976,
India,IND,1987,58,56.70000076293945,815716160,
India,IND,1988,58.5,57.099998474121094,833729664,
India,IND,1989,59.099998474121094,57.5,852012672,
India,IND,1990,59.5,57.900001525878906,870452160,
India,IND,1991,60,58.29999923706055,888941760,
India,IND,1992,60.29999923706055,58.70000076293945,907574080,
India,IND,1993,60.599998474121094,59.099998474121094,926351296,
India,IND,1994,61,59.5,945261952,
India,IND,1995,61.400001525878906,59.900001525878906,964279104,
India,IND,1996,61.70000076293945,60.29999923706055,983281216,
India,IND,1997,62.099998474121094,60.70000076293945,1002335232,
India,IND,1998,62.599998474121094,61,1021434560,
India,IND,1999,63.099998474121094,61.400001525878906,1040500032,
India,IND,2000,63.599998474121094,61.79999923706055,1059633664,
India,IND,2001,64.0999984741211,62.099998474121094,1078970880,
India,IND,2002,64.69999694824219,62.599998474121094,1098313088,
India,IND,2003,65.30000305175781,63,1117415168,
India,IND,2004,65.80000305175781,63.29999923706055,1136264576,
India,IND,2005,66.4000015258789,63.70000076293945,1154638720,
India,IND,2006,66.9000015258789,64.0999984741211,1172373760,
India,IND,2007,67.30000305175781,64.4000015258789,1189691776,
India,IND,2008,67.80000305175781,64.69999694824219,1206734848,
India,IND,2009,68.19999694824219,65,1223640192,
India,IND,2010,68.5999984741211,65.30000305175781,1240613632,
India,IND,2011,69.0999984741211,65.80000305175781,1257621248,
India,IND,2012,69.5999984741211,66.30000305175781,1274487168,
India,IND,2013,70.0999984741211,67,1291132032,
India,IND,2014,70.5999984741211,67.69999694824219,1307246464,
India,IND,2015,71.0999984741211,68.30000305175781,1322866560,Asia
India,IND,2016,71.5,68.80000305175781,1338636288,
India,IND,2017,71.9000015258789,69.19999694824219,1354195712,
India,IND,2018,72.0999984741211,69.4000015258789,1369003264,
India,IND,2019,72.4000015258789,69.5,1383112064,
India,IND,2020,71.80000305175781,68.5999984741211,1396387072,
India,IND,2021,68.9000015258789,65.80000305175781,1407563904,
Italy,ITA,1950,67.4000015258789,63.900001525878906,46391944,
Italy,ITA,1951,67,63.5,46750764,
Italy,ITA,1952,67.69999694824219,64.0999984741211,47016488,
Italy,ITA,1953,68.4000015258789,64.69999694824219,47412148,
Italy,ITA,1954,69.9000015258789,65.80000305175781,47833768,
Italy,ITA,1955,70.4000015258789,66.0999984741211,48130728,
Italy,ITA,1956,69.80000305175781,65.4000015258789,48403440,
Italy,ITA,1957,70.0999984741211,65.4000015258789,48660256,
Italy,ITA,1958,71.19999694824219,66.5,48930472,
Italy,ITA,1959,71.5999984741211,66.9000015258789,49224672,
Italy,ITA,1960,71.69999694824219,66.69999694824219,49517708,
Italy,ITA,1961,72.5,67.0999984741211,49812724,
Italy,ITA,1962,71.9000015258789,66.5,50162244,
Italy,ITA,1963,72.0999984741211,66.5999984741211,50555128,
Italy,ITA,1964,73.19999694824219,67.5999984741211,50997780,
Italy,ITA,1965,73,67.4000015258789,51452860,
Italy,ITA,1966,73.80000305175781,68.19999694824219,51882568,
Italy,ITA,1967,73.80000305175781,68.19999694824219,52294440,
Italy,ITA,1968,73.69999694824219,68,52661072,
Italy,ITA,1969,73.9000015258789,67.9000015258789,53001508,
Italy,ITA,1970,74.5,68.69999694824219,53324036,
Italy,ITA,1971,74.9000015258789,68.9000015258789,53636100,
Italy,ITA,1972,75.19999694824219,69.0999984741211,53995428,
Italy,ITA,1973,75.0999984741211,69.0999984741211,54379588,
Italy,ITA,1974,75.9000015258789,69.69999694824219,54750684,
Italy,ITA,1975,75.9000015258789,69.5,55093992,
Italy,ITA,1976,76.30000305175781,69.9000015258789,55388904,
Italy,ITA,1977,76.69999694824219,70.0999984741211,55649672,
Italy,ITA,1978,77.0999984741211,70.4000015258789,55877016,
Italy,ITA,1979,77.5,70.69999694824219,56070680,
Italy,ITA,1980,77.4000015258789,70.69999694824219,56329480,
Italy,ITA,1981,77.80000305175781,71.0999984741211,56532908,
Italy,ITA,1982,78.19999694824219,71.5999984741211,56585840,
